variable,lambda,kappa
model,0.48921543506094384,0.19800733593372757
model,0.495223076891309,0.2169658676023865
model,0.7461948212060721,0.3135004300692294
model,0.7183884558736292,0.2836239383183912
model,0.6211122784558148,0.24836794349322766
model,0.5320463155522525,0.20606853504596917
model,0.4753382177000038,0.2331729515816294
model,0.7734475219038837,0.45710972945737016
model,0.7777331225676498,0.394628467208009
model,0.4134154728283269,0.22920333941944002
model,0.579373055524953,0.23936266510564977
model,0.8758834740736456,0.4430866676954026
model,0.8210706179153846,0.29091356689378095
model,0.6262028691370571,0.32274919263931984
model,0.6108014198960336,0.27701697283228593
model,0.8027766615413234,0.4510767966205251
model,0.9171126498001538,0.37674922889350143
model,0.5410770319148422,0.248444828817119
model,0.7889834229287099,0.28425118789204945
model,0.8446562989800617,0.4059114340802206
model,0.7649092106296915,0.334761248369922
model,0.7466781753438476,0.3145149797075334
model,0.7500316829233737,0.38379792844727706
model,0.6722381442833246,0.2822120016990068
model,0.3819660112501051,0.22018657941696176
model,0.672399718039242,0.30730086932435907
model,0.40501357905225543,0.26183525941970087
model,0.9331975479575237,0.5031773585497474
model,0.8246208232807658,0.3961995653122495
model,0.5224572382843714,0.25426224038679146
model,0.6331911844298629,0.21597759485087664
model,0.31195802289634667,0.22052808199082674
model,0.8019108362622666,0.35270321926105863
model,0.6738607002564115,0.30797486272806057
model,0.5983220282433759,0.27015003868859816
model,0.9657201460912715,0.4163587176217183
model,0.8765749123892754,0.43157074445471344
model,0.5249324232823317,0.29281957374304646
model,0.623722699601695,0.21612769077732127
model,0.6221535979379209,0.2890784439064881
model,0.8126296820046286,0.4518731666457522
model,0.7640431136961007,0.37896340646333
model,0.6020595043792728,0.2533580294536834
model,0.9141954618621486,0.5241751999435427
model,0.8041701626713541,0.39124982347536746
model,0.36131558174938255,0.2400963472476596
model,0.6830748314142134,0.3847319560699774
model,0.8673046302919133,0.33940888700393257
model,0.913772695617174,0.4073208658343124
model,0.4283281787442934,0.27858863825348124
model,0.9999338930386481,0.5361116118218361
model,0.865019315480574,0.4281817600637924
model,0.762371878995187,0.31117437416339216
model,0.7276974209263102,0.4310286090174407
model,0.5847094712538918,0.3402524174578912
model,0.7893341342831172,0.37488677454350644
model,0.5826200874452822,0.21276012294666752
model,0.3590102245362334,0.23511207773986045
model,0.8088450481414021,0.3386198308657948
model,0.7385796393106878,0.3746457397100273
model,0.8698438230066126,0.38242051021355594
model,0.5902713856010443,0.18015605280343658
model,0.7340930403567119,0.2660969060027896
model,0.9037051632293942,0.46187603936836813
model,0.5745810387642051,0.26621903477077297
model,0.721819214584016,0.3833261625419764
model,0.7476906379318597,0.28977315572554235
model,0.5113896043493196,0.27861939244025835
model,0.6561835330346665,0.308490440820341
model,0.7452994361272146,0.3083271237615941
model,0.8472093303278887,0.46640400083137773
model,0.8759344210786837,0.38549340257273534
model,0.805365104570184,0.35040175927150297
model,0.9251365447224124,0.6069256221923788
model,0.7176948348487324,0.337689056708651
model,0.6530781001721611,0.27532195710581137
model,0.8402950661306153,0.4939726947132369
model,0.47822072187695785,0.21554885357586925
model,0.5523344299611257,0.24050282947729842
model,0.3941598294174604,0.2158147422931222
model,0.8935697321447117,0.37215184494665215
model,0.4580928506329899,0.2204234000641032
model,0.6629810762969408,0.28366797746819367
model,0.6205649463659317,0.2574537786532041
model,0.8056523114564964,0.4143400301686656
model,0.790434451280868,0.30772307822371997
model,0.5512407070723864,0.2994412224793299
model,0.6070973911800935,0.2952405574882173
model,0.7190742174791332,0.2773568140194253
model,0.6464562439448917,0.24110648201301504
model,0.7017585075880318,0.29684227378560213
model,0.8541641966800873,0.40055497717506966
model,0.8917519281165744,0.38021879793085434
model,0.7906207961586775,0.26352471318944026
model,0.791332782388573,0.4018213186601418
model,0.9999338930386481,0.7879423966224754
model,0.8454127836839531,0.38061848485774363
model,0.8459492948869454,0.40768314676407913
model,0.838181016749072,0.41782592600241397
model,0.8522237564220644,0.5318055746541389
model,0.6026839271681957,0.31578981994165617
model,0.7498914719527686,0.38066226877038956
model,0.7432761688667523,0.39387170613156647
model,0.8556038031912447,0.5303680223586648
model,0.7116064132627778,0.31318975670723925
model,0.5681533656212714,0.25228209475953456
model,0.8088188059059158,0.3601913220191593
model,0.9262131194276119,0.46808312948666014
model,0.7524625934170297,0.39078666776303844
model,0.7052271535606895,0.32581180302281526
model,0.7617070989078322,0.37492443060443903
model,0.4429685475666062,0.29836053703445387
model,0.40560730883016866,0.24436968846862744
model,0.9260526935000533,0.4854105767003959
model,0.7272647288705368,0.28476495333106977
model,0.6434607099308102,0.3350967170234857
model,0.40279649116096977,0.263386552531785
model,0.8263149994035868,0.40659519481949546
model,0.6045586398956504,0.27835179117444075
model,0.6940663144710633,0.3220653686100487
model,0.681212419899503,0.30019234060027344
model,0.3433068582071965,0.18224254497959905
model,0.6635975476808391,0.29910615667348284
model,0.8545906204078816,0.4379445117347281
model,0.8492812340154051,0.33983534004625016
model,0.6496198261621715,0.32605272624733345
model,0.7857755083135194,0.3525666044493655
model,0.7870405082242253,0.441057819130975
model,0.8816808330249334,0.422956435933305
model,0.809322011155275,0.29217753084222664
model,0.5716357473225514,0.22624409228517287
model,0.7049310204603445,0.3363588401899462
model,0.6039066925949467,0.2306134917749157
model,0.6126218346592136,0.2949932147199299
model,0.8750889195981565,0.38996364094491703
model,0.7855930840820537,0.25653851605227046
model,0.4978262634512929,0.31080694562321526
model,0.9186233243539864,0.3833237893975744
model,0.39766619035139394,0.18735874626168064
model,0.7037904671716413,0.3051610327221223
model,0.6756402310048937,0.34578631641600605
model,0.8614891676252769,0.38255087619266315
model,0.8865231646194791,0.4762241676530271
model,0.7292988330227365,0.299299435542001
model,0.8640193513982509,0.3986734319603347
model,0.7285097243776582,0.30037858353988084
model,0.8575970955096562,0.42643782883644676
model,0.687908002026647,0.27963938448543435
model,0.669618407064624,0.23991325443107292
model,0.8426303835403842,0.3818336135566563
model,0.7008224746152022,0.3579255785138742
model,0.4962944886123915,0.29977239170924297
model,0.6357416778846299,0.22968793246349567
model,0.6956373195412178,0.2731600064419117
model,0.6090201846368549,0.3198906592731059
model,0.42540891654751767,0.21755318876228288
model,0.716865983356797,0.23360110165111092
model,0.48358557834855814,0.2775225018319907
model,0.5132673592328212,0.24604732785481448
model,0.8045466120054059,0.43404236752160297
model,0.8157249830311457,0.37927403827006834
model,0.725834413532539,0.3560670239492912
model,0.6766992512847299,0.3501317486258504
model,0.7277134896263668,0.4048211859317861
model,0.4744938665617168,0.23679257710577517
model,0.8206166393305716,0.419529620611219
model,0.3867721283653561,0.23807508366901822
model,0.8657711915333591,0.43399990589940707
model,0.6978366778402381,0.33891871223653536
model,0.6927981668383452,0.26895957899932643
model,0.712143790687749,0.35749962142040886
model,0.6280246430775439,0.20156041973463654
model,0.7918529028893737,0.38213671130580085
model,0.9171493955271336,0.38723001529786577
model,0.786969935527585,0.31215348896942247
model,0.7919046270591662,0.35857520244300767
model,0.6138590844025247,0.2739502424339779
model,0.7956810003478536,0.3259396015160379
model,0.8483414192432419,0.42783674311641445
model,0.6054946408600359,0.268997932228209
model,0.7595773841819428,0.40661245584058586
model,0.4717401365837379,0.24975186331079935
model,0.8150714903712971,0.315952139685926
model,0.5897472111204133,0.27185272160472224
model,0.597286552767656,0.27534856542105174
model,0.7459065104068513,0.3542259398978709
model,0.6297929842422513,0.2295325201319731
model,0.6155758381948183,0.3267507297684912
model,0.690425952881836,0.3339225573060494
model,0.6076451267498878,0.3368485683743499
model,0.5241288170002957,0.20934719396749737
model,0.9381468182287386,0.3842254831395989
model,0.9706763124779061,0.5695225128327595
model,0.6986787589504856,0.25510131186253304
model,0.7063738500453638,0.4038377601851934
model,0.7577673465756855,0.3254626942383279
model,0.8377982619423553,0.38846658669046485
model,0.5649158025582486,0.25198609670366123
model,0.778264884234385,0.37431543674707823
model,0.6481449410754649,0.2709805758072131
model,0.5750351696889797,0.33517351538315315
model,0.8298502209467536,0.3606024279198143
model,0.562999455197558,0.26944340346058065
model,0.6779070235455759,0.2447406205089172
model,0.9258090510058705,0.5714037010672964
model,0.6021709957657023,0.23975425890161794
model,0.5452333464814128,0.28552684034094794
model,0.6959799256259999,0.33914796215808357
model,0.7009411301921004,0.3878113443090718
model,0.6091985474808688,0.25091094532690156
model,0.7576559285081165,0.3822594062167978
model,0.9500902204649239,0.5444711169900299
model,0.8209166893204368,0.3677946560547777
model,0.729054266078371,0.35977930578459666
model,0.8622959673818391,0.42105522045509125
model,0.8437044264485091,0.3142023506618104
model,0.7617476542471996,0.44609610138175393
model,0.6520317906136234,0.2970677399818696
model,0.9999338930386481,0.547669072714679
model,0.589363636768156,0.2666910821446284
model,0.7444116903655178,0.3313468188845438
model,0.8026540447470617,0.3055785843728816
model,0.6286809521187817,0.2699563625650073
model,0.36145616856788726,0.2264738033832678
model,0.6608737760561096,0.31874802044934986
model,0.7520392768059259,0.31662290808299487
model,0.7712220323266283,0.26775483184582555
model,0.6736495581160945,0.26936598948217333
model,0.9999338930386481,0.4544997777615483
model,0.41631584869682464,0.23429080496982516
model,0.7371131410364009,0.4785525357090691
model,0.5593281496936168,0.21876378625743126
model,0.708427385276519,0.2584355713009309
model,0.6982166161150946,0.34996145572864695
model,0.9744273336228322,0.6378112301368132
model,0.7631016712507603,0.34808267074827665
model,0.7103584258212429,0.2768350732973896
model,0.48373395282562026,0.23417834325515263
model,0.7943830480808713,0.31626333729471656
model,0.6537409917229224,0.2547732651558744
model,0.5502934984505701,0.25806690239057223
model,0.8243157287906595,0.3484891058446721
model,0.8557675675029702,0.36185562398833504
model,0.5711040257408958,0.25747495749800453
model,0.6184682035484995,0.17057431717839644
model,0.8355105254792392,0.31646918488297326
model,0.9231877175048848,0.3835397675935567
model,0.6577945225075532,0.36456752787589747
model,0.6854790889296382,0.2576007385518375
model,0.7750112802700897,0.32101857347792256
model,0.578216453870974,0.27731411469085215
model,0.4720684556737227,0.2627899427743143
model,0.7263299334041378,0.37746405076511663
model,0.79422195126567,0.3586998815463274
model,0.6690175313929752,0.19144850822651527
model,0.5295203094154843,0.2226658393548642
model,0.35683360422964405,0.2781819070844679
model,0.8964438530820019,0.4263509930662507
model,0.6556542715776397,0.3671986781668647
model,0.7705140088999332,0.41530767759546544
model,0.8902913742238207,0.4260635912208944
model,0.9495536547572332,0.43814868665433787
model,0.49049410808583566,0.20240405143150028
model,0.508076939109648,0.2885464188279953
model,0.7888838329041059,0.31646680472591676
model,0.8541019662496845,0.4029166416983266
model,0.49763185283100175,0.22271149456021871
model,0.9332403517865382,0.42525107854556826
model,0.8960221667398891,0.6110744540950431
model,0.4567008862914646,0.24612316664213782
model,0.850732089630989,0.35361434329265257
model,0.5912380303137542,0.27515262618962194
model,0.9999338930386481,0.4559187824376362
model,0.5711357176740799,0.2025400247798915
model,0.6231037912027849,0.28265901492247225
model,0.8606400207618372,0.3909272242970998
model,0.8795899086321458,0.4243677950510522
model,0.8263822317599177,0.3953232858585252
model,0.7540638191028982,0.28404060024207106
model,0.7798490213571708,0.3230402709534835
model,0.7736090750336325,0.37783930270375365
model,0.5952699429835402,0.27613886093372575
model,0.5309747128542153,0.2436634698509757
model,0.2628257739915027,0.18503236603346618
model,0.7082913700832739,0.3206570756411811
model,0.5762742046818737,0.23356175397437748
model,0.15809739727794,0.21615346988710066
model,0.5697756422350774,0.23943673403043644
model,0.9101991343185067,0.568885781371722
model,0.3997404857162015,0.1965322571380154
model,0.6721559183560625,0.3302617037870764
model,0.5694480654614343,0.28322807040698755
model,0.856687054627539,0.33815845678718504
model,0.5750982279415879,0.16085818111686612
model,0.755358767117993,0.32137573708899375
model,0.648040888013834,0.3246804297493121
model,0.7826011858930159,0.3720049113108861
model,0.7613204825034634,0.3015757569973911
model,0.9370443556508367,0.4895910285069485
model,0.39344219335886693,0.19095420822969456
model,0.8779627148534911,0.511353057016837
model,0.5192987393546378,0.2239618394680666
model,0.07150789897663747,0.2073876662925794
model,0.3616690575332095,0.2298339450690577
model,0.8038738310141159,0.34889278901037574
model,0.5267267735780963,0.27404398548599257
model,0.7204847809147998,0.3432322202852328
model,0.9376284304560656,0.6122935973195355
model,0.8507203942972105,0.4759655699170765
model,0.6705984343975948,0.3268472322237819
model,0.6592794313553254,0.2730054587911939
model,0.8499471523112985,0.3730704115840533
model,0.6556447124814011,0.2582546111810866
model,0.3947127827268855,0.2044906965021751
model,0.8352746496606103,0.31785293821329436
model,0.6153910364618331,0.2946634823701983
model,0.34341516828632834,0.2303657565413219
model,0.3483100416466431,0.19437156729436958
model,0.7061241808374994,0.33109535478535196
model,0.7659046643473838,0.33852058484842446
model,0.6926429193952549,0.31646003039655707
model,0.5231917323508164,0.26554047699800065
model,0.5965046210875145,0.2624066369137772
model,0.9041108637679981,0.39384361232772136
model,0.6549596693620944,0.23257932652121943
model,0.91430503936493,0.35468626119386665
model,0.7982200893723442,0.4048400134966916
model,0.8532036358228845,0.5570264677597714
model,0.7178836509400656,0.33456189992480506
model,0.5928005080454755,0.18990174933658377
model,0.6469955258941192,0.2817303112855052
model,0.909099933086908,0.3652488024468702
model,0.9220089235712906,0.5024345695678
model,0.7050902430624508,0.3076293177169632
model,0.5021833531154898,0.22224221317030043
model,0.6873153200347011,0.26035446143332097
model,0.6228889494638256,0.33599140644927644
model,0.5880593246412722,0.24599162724356674
model,0.7443174634317716,0.3508347231144739
model,0.6647833247423002,0.3247531336586353
model,0.7742900351299392,0.278422229068931
model,0.7067547527812891,0.32200176618915544
model,0.7448175549511756,0.40710961524065753
model,0.6281177509639668,0.2793417721434265
model,0.8984076798338599,0.5622995424251364
model,0.8260304431723642,0.3593319250119809
model,0.5834483597597768,0.29911387111738325
model,0.8917468066055949,0.39962188438223656
model,0.6852364806161956,0.3357460621013379
model,0.8618874469637361,0.4740909946984722
model,0.9015146353025676,0.4472625046919158
model,0.8325145761059864,0.2846292383897146
model,0.6732748130092261,0.2408082168366067
model,0.8887325246139065,0.45322497129608796
model,0.9376883161738174,0.4169929923105367
model,0.8086800191521819,0.3081724765371577
model,0.4840027236829137,0.29902909561708935
model,0.6304246344249003,0.28322374157058655
model,0.7134329166143281,0.3301698749849026
model,0.6305201009975698,0.2565019712484475
model,0.7127914513235786,0.3349755289021484
model,0.6941894073201685,0.38911046032919
model,0.8330512927077275,0.36524178528257134
model,0.6031883605616772,0.2598219544193555
model,0.4815711898353105,0.2523352525164805
model,0.4657581784636694,0.20554607502303615
model,0.6271947160456035,0.19899030363637885
model,0.8503031290988005,0.5004220503332623
model,0.583806475113266,0.3147258061278974
model,0.7405737345586951,0.3201257329494736
model,0.6342996312595484,0.21695184767665185
model,0.7964161047918428,0.4222178600334509
model,0.7458941158447197,0.461497694062879
model,0.9930093722883558,0.5923310261743098
model,0.9650135748151838,0.5538814627601707
model,0.8842597231195399,0.4588783228858281
model,0.467182956082796,0.23156597634183515
model,0.5083691984253738,0.18069491229114726
model,0.44566064794835575,0.21558463599618027
model,0.5587117445040373,0.2532781107274051
model,0.8405875796001024,0.4022450058698626
model,0.7850856975785244,0.32232813107309227
model,0.5683230937797216,0.20825406808949967
model,0.5326449691334677,0.24146177426774146
model,0.6434670386485128,0.24591955071353236
model,0.7677443595165158,0.3049561306642144
model,0.6767793947540082,0.2916790685180509
model,0.9020827341838403,0.4897904670448238
model,0.5721454442753258,0.301954525069235
model,0.7878688324225495,0.3411676290545507
model,0.7969783084309489,0.38397144051758175
model,0.8367879469578793,0.40239740530534795
model,0.8459399666273849,0.3753381295325069
model,0.6815358481087096,0.3130269691822313
model,0.695084761545382,0.31557906783885986
model,0.5960369912398299,0.3558140667506002
model,0.8070920725911529,0.32639622164263365
model,0.9090102550977487,0.4131781619675999
model,0.6397077217468552,0.32173262015187903
model,0.7661977676906702,0.37104609087499824
model,0.753483697860328,0.3501148178554013
model,0.9441763950189641,0.360260382446092
model,0.743441469703225,0.3552797715481747
model,0.6887508176045294,0.32107001630366006
model,0.6374919282425061,0.27872052353832216
model,0.6058762424225027,0.23885113387622406
model,0.7234127276701262,0.280016937206084
model,0.5550636085338557,0.2634193130481842
model,0.5678887436664031,0.2918496457463127
model,0.5613822085757846,0.2653569436271075
model,0.7896241860836335,0.33763117041214086
model,0.8908950171095197,0.4200573816286631
model,0.4424263042109338,0.22514591362427253
model,0.5029278803390372,0.2266415698526854
model,0.9181173163720301,0.4205330556347625
model,0.7878923862875586,0.3004581623557109
model,0.8713258095785983,0.4463764019780586
model,0.6380114604560736,0.2575855435867557
model,0.9564421905464318,0.5147718543295878
model,0.8989088916457741,0.4487218298413873
model,0.47383026034094017,0.21353934070593536
model,0.492809196489937,0.21582078016881356
model,0.8421570717176428,0.26017678397944605
model,0.7572704641782607,0.25456637846753094
model,0.5580480898704001,0.28507634565905005
model,0.42521712165193054,0.27044583554211615
model,0.7528069422238008,0.3525203289840607
model,0.576934084622885,0.2538189136371301
model,0.6911708075053721,0.2595320651331324
model,0.8984714852785354,0.5049911989211151
model,0.9080473337851229,0.3650410090879767
model,0.7752058490568055,0.4010700980105912
model,0.945336695591812,0.61820787847113
model,0.8098577927445311,0.3135343344334842
model,0.6395989802032149,0.3239118303060451
model,0.7701088892471452,0.3738363020561215
model,0.9017189430074593,0.5089178896597035
model,0.5713306614280503,0.27993950999296513
model,0.6785358326952314,0.2580960763883351
model,0.873021246630831,0.43248224535729035
model,0.5975841479732795,0.38095076665507804
model,0.6770738356734585,0.2755114512573992
model,0.49564785084301094,0.2288527395902018
model,0.7290100446140514,0.3452995772809409
model,0.9599528494779337,0.6490550675876395
model,0.7253298030623682,0.3187910028918147
model,0.5548726364999548,0.20527021960052794
model,0.8453313367492186,0.3606261815632921
model,0.7842976642705037,0.3377795452119652
model,0.7227791396716894,0.32902906307704477
model,0.784248096832302,0.38127927978541665
model,0.8006107472127503,0.3059627758978053
model,0.5480560075443937,0.18305600532534283
model,0.6304671888585488,0.29391485754171287
model,0.5881983704517406,0.2717944383046103
model,0.4354534795941057,0.27119962073682347
model,0.36736255818439423,0.24514991805116573
model,0.7104162175049327,0.2866554342323771
model,0.7085002590863559,0.32610954183611207
model,0.821022358326334,0.3464054981830094
model,0.5801183869414249,0.21448769357466693
model,0.7533148890528355,0.35237298657719296
model,0.6873256173432684,0.302696058654833
model,0.43344744617872044,0.3228066129862463
model,0.7003685908108597,0.3362651453043449
model,0.9027812418287103,0.4953945144392823
model,0.4333273963264673,0.25073694984600015
