variable,lambda,kappa
model,0.7587570732007946,0.39995499790461403
model,0.6385761891932586,0.29813903439641204
model,0.699989987543722,0.316914333962965
model,0.7113880709091791,0.2807502326859238
model,0.7993652273545178,0.36098630072358345
model,0.5294868833094973,0.2763341726173963
model,0.5816445106613988,0.2910209484323502
model,0.8868908674211503,0.3976054070422442
model,0.8458537090312601,0.37488564957912274
model,0.8625520976264763,0.4711656394347712
model,0.9676000410243795,0.6086171875636737
model,0.8884287879309867,0.5921862560734846
model,0.6319009877592235,0.2942252191903311
model,0.6816574557345026,0.23984953780652224
model,0.9999338930386481,0.5859508945965941
model,0.9256089798252478,0.4538197391443374
model,0.7528372881687495,0.29622379952409744
model,0.72426219430422,0.35414538077706553
model,0.5752382486063481,0.253802307737901
model,0.6456464165030477,0.2801969018294399
model,0.7708502113762363,0.3678203774621903
model,0.751750359860775,0.2962071123125024
model,0.7314519510828726,0.3058908863882913
model,0.9578339517931374,0.5273123117802361
model,0.45320694141714934,0.24388394587554718
model,0.9160224149469565,0.44945613163561265
model,0.6571867896533117,0.34818076315837426
model,0.8157389937900816,0.37207621971853816
model,0.8878332716930394,0.4458376210321541
model,0.543197294477606,0.27679887847963186
model,0.689772879205847,0.37547598459848275
model,0.7570899331562467,0.3318251807949722
model,0.4491609755571298,0.2819012084958573
model,0.6268053093630755,0.2613388850551519
model,0.6969842845239362,0.2983914953090893
model,0.8214124686709955,0.3017120623900426
model,0.6284046174213044,0.2196024097216076
model,0.8229151842334561,0.4480680482132338
model,0.7522622105913861,0.3665182470721734
model,0.7796142840841292,0.3226483297698339
model,0.9069099883868058,0.4832466069857785
model,0.8328853441121192,0.4017098176701475
model,0.763771054990586,0.3155119621871327
model,0.6595815333391746,0.32056136114805966
model,0.9402286908357544,0.5221543533812342
model,0.8843072236225088,0.41164863155908865
model,0.651294195377252,0.22979004450888232
model,0.8494406633035714,0.34696741247601653
model,0.6724649561876638,0.2875278550091629
model,0.8322886979120439,0.28356815908438304
model,0.8598190742291393,0.559668242056649
model,0.6868906922821634,0.19753388430820598
model,0.7425473466065845,0.40608314794980693
model,0.7745618906871131,0.3286117812274772
model,0.9501536817033001,0.5123429873987554
model,0.7085344679911705,0.317891100856056
model,0.5056619760178498,0.22071531603609248
model,0.736136244880121,0.33334771355909276
model,0.6048976291379902,0.2654176244885465
model,0.588865874883986,0.2820050655518324
model,0.7108006445823057,0.32212308376852816
model,0.6421714586106834,0.24159814295121174
model,0.608889860405132,0.187329700640058
model,0.5016279555302162,0.24169327536763546
model,0.7697621999506195,0.2976849425277307
model,0.5817657417338327,0.238131599005245
model,0.9391755573065738,0.46525758091115704
model,0.8596414271506516,0.5292993487676564
model,0.7793965105449346,0.4383086777674675
model,0.8191643722556678,0.45345184197902955
model,0.8945408742604966,0.41333749317963986
model,0.7667574140672468,0.3182122489918809
model,0.7442864556071427,0.30773890224070055
model,0.7339782393813166,0.4075607365949764
model,0.7544404182387835,0.3290526251823289
model,0.6393110712341763,0.2997211887059765
model,0.9647460603435509,0.49609257736207474
model,0.8740277297119967,0.4762448943589912
model,0.8775700475005831,0.4369808051755739
model,0.6262207325395099,0.3079450719858143
model,0.6845901919250268,0.36961791711620867
model,0.765233618116065,0.3629034609286602
model,0.7409841064200623,0.2823228866938527
model,0.49325111808927963,0.2535533526942146
model,0.6924112395619951,0.2632574371398411
model,0.6364469991099074,0.3232539450748327
model,0.556446790573153,0.37745604942991795
model,0.7476886215853696,0.28811499569959115
model,0.5805348760065457,0.1674939436210187
model,0.7024147581164237,0.2741706795295535
model,0.9477000583222192,0.42044682918522663
model,0.7940054616007133,0.2967142588897865
model,0.60410596979143,0.3210618662553529
model,0.9547233789317028,0.544003671471254
model,0.8017435645392951,0.366769246609296
model,0.7506506323796638,0.36624355635045364
model,0.6496741163348488,0.2612190559318833
model,0.8337145938607917,0.40737626791959036
model,0.8493196277174568,0.40396280778792953
model,0.37553174488756025,0.1994027668658743
model,0.8930049280900814,0.37159277550540687
model,0.5664537135725576,0.35091502556926163
model,0.46397110725925905,0.2726778704326823
model,0.8153681518888035,0.30356017570705407
model,0.7412349729782391,0.46574747986151177
model,0.7366722238240718,0.298457708569292
model,0.8197173927376117,0.4065721929068146
model,0.7623541753287375,0.36418960186544747
model,0.724158282296258,0.22298470988752914
model,0.9953842948600631,0.5010497674627832
model,0.6488031175534444,0.2772032781627608
model,0.7450515014199499,0.33959240346144004
model,0.778193527152032,0.34476005944728877
model,0.9456863545322844,0.38823008555677174
model,0.6698297651858802,0.31547642606407306
model,0.7729483211060727,0.28875496751209395
model,0.9065296728305706,0.4989948603410797
model,0.7050175058267932,0.34945213396319363
model,0.7582295087887935,0.37018466024420754
model,0.8049820599761308,0.3743903750845965
model,0.6767131569088696,0.27105613270983514
model,0.8303686146594833,0.3453068070601086
model,0.42150727559573437,0.22774083070271903
model,0.38693550423156237,0.17149831281730663
model,0.796726385093249,0.3574477119960258
model,0.49852272770796735,0.2750265144374938
model,0.8422246834690419,0.4177900533192722
model,0.7095384482127406,0.3201508151821142
model,0.7725739385845022,0.2824981805671673
model,0.4786499645792902,0.32404489921936225
model,0.5432540383965884,0.22714746415094977
model,0.7003311512498646,0.37908228735245214
model,0.695271187901566,0.2458767849291475
model,0.746394149832311,0.3105138543265114
model,0.646153207648663,0.4336587720024171
model,0.4567690064141812,0.2713349518433195
model,0.37462377900444055,0.21288599452743703
model,0.6459255494259815,0.2593740526258563
model,0.5858050573944363,0.2603288620609633
model,0.7198806801600128,0.3309245752839308
model,0.5348261747902554,0.26648413885567107
model,0.8371971545728195,0.5630669323554496
model,0.7977194868717342,0.33250786414267913
model,0.6504150604997976,0.31695415005335226
model,0.6048104417201416,0.2957939867074999
model,0.7636501371511875,0.3216680486527726
model,0.8200850029950266,0.30957463050339556
model,0.8985472795213132,0.4758584246438128
model,0.4496442670574769,0.2195888241426482
model,0.6695019828334575,0.24539086359527448
model,0.8606814848204247,0.39438064934459527
model,0.6876687055439354,0.22129894763498212
model,0.4165540439580467,0.2164735366350579
model,0.8251701587364858,0.3561888140726744
model,0.7097830618553609,0.30042794274655205
model,0.4387119981005614,0.22569858253804223
model,0.6999949453278806,0.16885466558461992
model,0.8882674680033483,0.45631797916038946
model,0.6756663720979289,0.21516298776617476
model,0.6339937472827608,0.3099946500909729
model,0.8668355164742961,0.42676803655061374
model,0.9715897164154823,0.6507846745161106
model,0.7090668022860189,0.3495074297785111
model,0.905007418938493,0.5624008892268777
model,0.724282722587963,0.27259527409151746
model,0.1951195314960132,0.18878638262133368
model,0.6993379780968366,0.27781276394022897
model,0.7013333369058858,0.3685216109265138
model,0.8208540271215868,0.314425778903555
model,0.6122893495024986,0.271900621929959
model,0.7016868781594561,0.35159698702489506
model,0.6921751815328073,0.3397345766176797
model,0.660572157908797,0.23734457823375327
model,0.6141683125559563,0.33391127326050224
model,0.8077130174435184,0.27303763420862526
model,0.6755926199787027,0.2853601999206869
model,0.5795433777447279,0.21868798903311554
model,0.5584728625950922,0.23726297659544657
model,0.6512615983647144,0.23178712923470837
model,0.7523096861193556,0.36352518201388484
model,0.4005149903865006,0.2074677974290214
model,0.41902384909131263,0.21245517821141308
model,0.5850920967910527,0.33631474984033244
model,0.8753069439705345,0.39119009909356445
model,0.9999338930386481,0.4671961138996995
model,0.8916653783940479,0.3561375101733938
model,0.748675675974379,0.3530233757351997
model,0.8674832170638752,0.33145802785220685
model,0.33682916231906623,0.19490653421957352
model,0.4493024497788473,0.23207307227323107
model,0.7344763561990381,0.2888249778233439
model,0.9445874833001046,0.636620657215867
model,0.4433295739085009,0.22840112115834205
model,0.9150663890386692,0.4613919395234999
model,0.5732310530235509,0.2120924983082157
model,0.8279069081787338,0.37478971867260596
model,0.3524432945372884,0.17259480850839634
model,0.6187498145173657,0.3830521853389127
model,0.7506652113752619,0.34787240572544126
model,0.9238258841706001,0.5009541918810526
model,0.8933939454237996,0.5050539216229597
model,0.655712311048124,0.26920642218696833
model,0.6499082748443948,0.2947785218688387
model,0.5983848560490824,0.2993498688374617
model,0.3515846050305553,0.2323620490453863
model,0.5956522814000319,0.2112471008836339
model,0.6478041514660781,0.3663397645545511
model,0.8819228945532771,0.4517328175251735
model,0.903066368715616,0.3997820151201089
model,0.8425432932391481,0.40229846775881634
model,0.6176867512015624,0.2548040236290418
model,0.8980028845239774,0.49168602244806864
model,0.6369912954534979,0.2956927908002775
model,0.7841394885782272,0.3461991851508562
model,0.5475392916843205,0.190932790341415
model,0.4530947902954116,0.21630863655939034
model,0.7205486687688649,0.25155632715075593
model,0.7231929096665554,0.29836298469661676
model,0.6450521154999956,0.45513542666191054
model,0.6425114875234453,0.24623181737258731
model,0.5446745982475185,0.26407880623436025
model,0.5896376229197382,0.2464116921434037
model,0.8674117403792796,0.47926158548569103
model,0.8377179405106618,0.3279198148480767
model,0.3293695257565782,0.1627548587901835
model,0.5411002412736545,0.2403764201618411
model,0.658135713571623,0.3039027562739356
model,0.9112116576124438,0.44221912710823774
model,0.393395197647879,0.20739078551609907
model,0.8927843848708219,0.3423298321390113
model,0.5711035564306146,0.30337397878815703
model,0.6453664306746455,0.3249744072935639
model,0.5088697291515578,0.26148925716581284
model,0.8092142602961142,0.38808791839839374
model,0.705324524681801,0.34944070963849067
model,0.8106003435904523,0.43743477712840734
model,0.6189112695428748,0.2543336764521054
model,0.6169917890537148,0.2525174022168354
model,0.9721891826295603,0.412637529561102
model,0.448826737250864,0.18780437819880513
model,0.7443976073143903,0.36690453532987616
model,0.772578581035247,0.37659829884891466
model,0.4055990430085356,0.31887370350304334
model,0.7950113038542181,0.4722314540081922
model,0.8533227728705242,0.4365166224324662
model,0.4416788113991993,0.2620835254982642
model,0.8491190006971017,0.4216833215408979
model,0.7089844102414795,0.29340020067210615
model,0.34509047237148627,0.2346247803726704
model,0.7733551586590339,0.3876048877718027
model,0.5515621866715549,0.22529179293209226
model,0.9149236244872663,0.4915740000488393
model,0.5283608461497826,0.23997413126627917
model,0.8731615653220183,0.3793947540625367
model,0.6729224053635359,0.37854703879355195
model,0.5530039500820144,0.1947211905682231
model,0.5564582327205513,0.29727942931148843
model,0.7076306443117302,0.31176197929706767
model,0.6394985225350323,0.2737785005354631
model,0.679918571693732,0.34794948443591067
model,0.8377817158930878,0.38414452705101626
model,0.8578741217339005,0.4157257295470245
model,0.8561922106535652,0.47919404066611243
model,0.7221896315965908,0.3538850267500836
model,0.9069761458295743,0.4153983226101753
model,0.8336404478331838,0.3765716959278037
model,0.6366204218220132,0.3036824930941523
model,0.4190389116985006,0.16475447623332548
model,0.6306454331406559,0.23850657740885436
model,0.6273591548381877,0.29650053536584964
model,0.5179567092355214,0.24965394743800512
model,0.6763506222670022,0.30085253435633347
model,0.62461850576859,0.2717867038254248
model,0.8500729978071526,0.41010147274904424
model,0.6417064220481359,0.27934398002695937
model,0.6930635439563562,0.31951737998583063
model,0.4675628988666492,0.21801523122971628
model,0.7698957168248644,0.3494962123068225
model,0.570421977135673,0.23228580172464197
model,0.9999338930386481,0.46792974858422387
model,0.36999979049661,0.13542780791199938
model,0.5119658155487531,0.15722283052672578
model,0.5608579405152078,0.37055138024931
model,0.6749301344662986,0.2952014480938749
model,0.5840208964056577,0.4057693234328871
model,0.8764631988402002,0.4276951494205528
model,0.8965210218571696,0.37407506852431377
model,0.7170839288187458,0.31825998815941814
model,0.7415364613370096,0.3620510409690523
model,0.7826971914766709,0.3877413479772119
model,0.7606486028331164,0.3503956192964596
model,0.7042887618599676,0.30309725431237916
model,0.5786045676359474,0.240008638930142
model,0.7030037745007387,0.3485771086913767
model,0.818713846554511,0.33089040374948603
model,0.9388365703030486,0.47148927658994044
model,0.7106021365720668,0.2783576852288649
model,0.2146522355989347,0.12073841000065785
model,0.9999338930386481,0.47422891103995857
model,0.8139776741701998,0.38105015691743965
model,0.8985256239941516,0.4260270918563502
model,0.8498658074636969,0.3309415338403738
model,0.7834898434239402,0.41885656838410945
model,0.7518501137828179,0.3525428025230804
model,0.845450404090365,0.44156474928387573
model,0.46147871295919857,0.1807825569303842
model,0.7277781602962021,0.3101091208858226
model,0.8453410781784765,0.4341937388619438
model,0.7295023211799643,0.3972082683225124
model,0.7733930516722685,0.3884487040139984
model,0.9580941517662026,0.7030452032626103
model,0.6663724380475952,0.3221286559907516
model,0.45477525282562287,0.29241850856243334
model,0.7416668622712104,0.3418664945709808
model,0.28683160565642335,0.259258489975035
model,0.9442719099991588,0.4044246520380372
model,0.8436768451898473,0.47160434924595723
model,0.3402014900210795,0.249126419105397
model,0.5464879843407925,0.21891326967116995
model,0.5936427871022995,0.20103006312729818
model,0.8619483231180619,0.45254293134361234
model,0.48953841942718324,0.25333607376644823
model,0.8605804349857304,0.4338658971043212
model,0.746295201284426,0.37240577955334386
model,0.750211077423795,0.2751167885393523
model,0.5616939834491615,0.24656706223788005
model,0.5358688748817485,0.2782360611055709
model,0.5290145377907854,0.2456107428360931
model,0.7547534800355332,0.31294247716439166
model,0.7629208343483341,0.32290052259329577
model,0.6904470823268601,0.315381179654423
model,0.8230469655451432,0.42041641161354343
model,0.9035104602878506,0.34583436595152073
model,0.5102737493913054,0.24732118674991266
model,0.7875409869544909,0.37755890772611894
model,0.7169991678876991,0.2705793793337851
model,0.5358061990376787,0.22620592516410962
model,0.6643249572893597,0.2952583847397168
model,0.8755809860398823,0.45877019831232496
model,0.6666316043834495,0.2536935821301798
model,0.7581240036640405,0.32514159895435923
model,0.42695796782734935,0.263721481399683
model,0.7220088760853532,0.3092938288874566
model,0.8666692955305798,0.3472442180944409
model,0.9187341443839397,0.46615185469122195
model,0.9017525792050052,0.5276294311584604
model,0.8945645293558785,0.552596671341738
model,0.8523634337413315,0.4231992002593614
model,0.7453358474033039,0.29834444414292405
model,0.7887726091971199,0.3018211589302612
model,0.7639727239878511,0.3329710439417476
model,0.5029212983930844,0.19752893124099377
model,0.31712449943445103,0.19746763780146595
model,0.6381360965531628,0.28376869576742914
model,0.685631720999321,0.28674095230289176
model,0.5956613890854742,0.3432827015621179
model,0.678642812823405,0.4225027672194494
model,0.48788964809348895,0.24344747301366654
model,0.43311982142974426,0.26999063884819996
model,0.3209858680087235,0.25400241935762014
model,0.8078219829704846,0.3552613584282458
model,0.8808601550687617,0.42900931393273517
model,0.8782264107328056,0.3877581098419248
model,0.7480711584356922,0.3990570040324067
model,0.6280945808007363,0.270171744401741
model,0.38135988103282853,0.1675852677262078
model,0.320634552064087,0.1988366322350011
model,0.84067373068993545,0.4284574482941551
model,0.7037140998435878,0.4076388218520547
model,0.7628093507930264,0.373576793763294
model,0.985532364282767,0.3640382288220713
model,0.8328945433650593,0.316689574839574
model,0.8790588295034184,0.4814257899863684
model,0.7684867529878007,0.3328714497406475
model,0.6006288636099117,0.2920185398613774
model,0.4932833953954143,0.2941893534284943
model,0.6691605224370774,0.21872820610549484
model,0.9050921966443403,0.43189995162493455
model,0.9171739921901861,0.4467897477087468
model,0.8896342436093149,0.4214998528614084
model,0.8746658226347597,0.5388246964492392
model,0.9999338930386481,0.4268224788515806
model,0.8433781350034952,0.3599582451263461
model,0.6947381811203022,0.2711644861990742
model,0.6005768639957866,0.2653396822939923
model,0.6724293540125567,0.2522051085769693
model,0.7267904477889434,0.3919710284712972
model,0.8822280629077593,0.35650931102712513
model,0.6711588349690357,0.28865821228082644
model,0.8842628062270481,0.47613761852880443
model,0.819803409398302,0.40267161749728214
model,0.38512451565766903,0.2530737822162924
model,0.9802652774574001,0.6788547174026474
model,0.764461257197252,0.32608569007806665
model,0.7066841121202508,0.300066979654747
model,0.8837675844498822,0.3940229195415251
model,0.6309726360423153,0.27562760337459363
model,0.7393652057033275,0.31930004756373725
model,0.47955364688067637,0.17823706092782676
model,0.7993081242196152,0.38229901122191995
model,0.7348365659570406,0.30772887469911137
model,0.5546429317906559,0.28192747807516855
model,0.7455809182337204,0.2863891933629753
model,0.6119923174313612,0.23079519683943486
model,0.47254473749737586,0.313981764835689
model,0.5528875407186734,0.25765015928929946
model,0.5943542704219554,0.23453517673755583
model,0.6922813951419341,0.18870375275174164
model,0.8423783287448777,0.4278692066608121
model,0.517107922718017,0.17915989766631638
model,0.9143222713595882,0.5253047789235955
model,0.7670423832179449,0.30928872273046476
model,0.6921798098527387,0.33723499592349604
model,0.6782466115370006,0.30647523456569936
model,0.8177439540314926,0.4092643558227412
model,0.5461518282519545,0.23054760339487992
model,0.9708726792626997,0.5258703303516881
model,0.6321641420271185,0.2636214171750941
model,0.6583927901432681,0.2634196464457652
model,0.7047146977855393,0.385435831648241
model,0.5867851216934182,0.266886050231527
model,0.7853376227672527,0.3513099253075593
model,0.5637253774792499,0.24302068688783898
model,0.27921506550019093,0.23037298474103143
model,0.911090044734984,0.5761029555723459
model,0.5038240154666329,0.2858231180447243
model,0.7671303912628779,0.32552761871584557
model,0.7663539893772883,0.24539004779893941
model,0.27923364584080135,0.16123480595384826
model,0.31951942394012933,0.2504965478504292
model,0.7659153172208549,0.3749924326487681
model,0.8268264078301584,0.3843261086948309
model,0.7729801297047303,0.33096314694840046
model,0.7195501479478271,0.2673107746856618
model,0.7173095520599673,0.34951121517797484
model,0.7149292859629688,0.38969814634640476
model,0.7454364677257483,0.2765490066666185
model,0.9153596265266888,0.3803394285245605
model,0.37105049783565575,0.29167241810018296
model,0.7712228987129025,0.3183007309402576
model,0.9035425806243235,0.4480765189746368
model,0.943930638962442,0.4699394843934312
model,0.6790626975400322,0.3499451940266363
model,0.6951434034343695,0.39867917539078696
model,0.8834284213261887,0.37679763085546014
model,0.807923057646264,0.461779247718183
model,0.8644013270003359,0.6659242388110347
model,0.4283442557261089,0.22830642251961406
model,0.6429597525142007,0.3128995883932267
model,0.9077203337110773,0.37725525978195507
model,0.7607443996797292,0.3163084595087543
model,0.6417644760206035,0.29787039838589646
model,0.9895371266283712,0.41190365232282183
model,0.8594573127453768,0.45060625951071787
model,0.9999338930386481,0.5760711742997121
model,0.8162592330468313,0.28211782254049705
model,0.7827236602999845,0.2592926263375474
model,0.677869187664874,0.27741642621738605
model,0.7074599854028044,0.2952639957281412
model,0.6864979733369811,0.28107845631770323
model,0.6457321959924464,0.31618816455862236
model,0.8298342803554345,0.3561218327887823
model,0.5382646235638888,0.21331685277746726
model,0.8473604023099176,0.3599878051172726
model,0.7535526384479486,0.36927650687167357
model,0.6421641634797739,0.24653655009462316
model,0.7121160235407717,0.29986657114208437
model,0.8028942996211036,0.3974964110941471
model,0.4938983447859321,0.30252400394003437
model,0.6977568047005877,0.335939900756425
model,0.704585598058758,0.3209392198375577
model,0.6460741298695628,0.32494575055156694
model,0.6113708905878019,0.3267844042087917
model,0.8368622925846246,0.43168401108462373
model,0.7111538572130641,0.27971960556237746
model,0.5749324179904176,0.23491164262667777
model,0.6696395829972208,0.2427940922156535
model,0.7781537539561523,0.36002967335209646
model,0.7392307605642122,0.3560495335493332
model,0.45020220365595126,0.33095905992852737
model,0.7010850927307672,0.32397510042666294
model,0.7140232858839333,0.33656733940482275
model,0.6799888691067829,0.3488361391435758
model,0.7138798312707382,0.2891475195229253
model,0.6800117195361087,0.22642432911815316
model,0.8756393012327837,0.3952770573897677
model,0.6751579582928954,0.24332999701867233
model,0.7992793573130522,0.3220480926819083
model,0.22094876206931013,0.2025170372362327
model,0.5817353962284182,0.23981593806008705
model,0.6873458667835882,0.2445093855501841
model,0.5475709558431209,0.322730218634198
model,0.7446004151896198,0.3121498392237431
model,0.9506644051233508,0.4645529310173116
model,0.7823521684859568,0.4195066197896229
model,0.36689223804812826,0.17751537105329593
model,0.7057818711559996,0.3092675691946828
model,0.2553161474252279,0.22741170179919146
model,0.7979934589660049,0.3313549532121694
model,0.825044018286963,0.3787695409666666
model,0.6121218483556824,0.2392796767731386
model,0.6814409633320759,0.383667212047504
model,0.7686270035099971,0.3821932744747939
model,0.759067024846896,0.3313517718692297
model,0.759745857747974,0.34398388176638545
model,0.7583647112713352,0.348062072019081
model,0.5768792607220892,0.2788049162947517
model,0.31316642961495955,0.22601582889942637
model,0.8815881223323386,0.573611645507028
model,0.8870370027946919,0.5043702483172803
model,0.9999338930386481,0.5164952208184463
model,0.7606772126957535,0.2604328078634342
model,0.9460616792786258,0.5025572292853575
model,0.44556608931772235,0.2265629305950721
model,0.8044990914024311,0.3724063092137147
model,0.4380333374838866,0.2220333785388941
model,0.9040959296839409,0.4801676389470242
model,0.761292127260723,0.3287282196507888
model,0.35151251223505536,0.19686235339401745
model,0.7876639732423474,0.3745580092336379
model,0.8984279606708627,0.5394627397851869
model,0.5012147600226301,0.2889194591110734
model,0.4493043154772987,0.21684798390528623
model,0.6264552136744761,0.18356033260006577
model,0.9999338930386481,0.5346174278262413
model,0.6698717177731732,0.23665373412429186
model,0.7457210409240904,0.3437527885748066
model,0.7155442028271348,0.3501702278089699
model,0.8045389990876176,0.28358413857898285
model,0.7647167654145263,0.3041278144404645
model,0.8581130037017537,0.4514972107525467
model,0.6589479202719737,0.2816636872112528
model,0.45800562244105003,0.2325549203496217
model,0.5951703910551148,0.37834650619800253
model,0.6764640926017865,0.32157491654206416
model,0.37470826268766777,0.15750480419479362
model,0.8068557441152757,0.3920865035004433
model,0.6498190969352137,0.32932309630725387
model,0.8401017611620442,0.4902139099604408
model,0.8096117726539908,0.34294072378780716
model,0.8197087175489636,0.43235067065225147
model,0.9127242997868567,0.44673729022223246
model,0.7594377938938607,0.3474920532815037
model,0.7760614679877251,0.28298683935553715
model,0.8726160953705301,0.49053389750248694
model,0.33195710587897265,0.18891988199382892
model,0.9046107543189351,0.5925641657283549
model,0.3857545048275561,0.24402796308575686
model,0.6787390912713698,0.2957289887690616
model,0.8191126542159025,0.2649724504471129
model,0.4872579135002092,0.25184721165315294
model,0.6725651982989388,0.2825744033503977
model,0.8426471373843076,0.4148933044939972
model,0.741832656634508,0.3131789893782579
model,0.7457324063235533,0.3268117211665417
model,0.898066309559207,0.5138714894387331
model,0.8631824048116599,0.35792133966222567
model,0.8470003449377168,0.39608747504671016
model,0.4370551908076893,0.24685439365308245
model,0.6215466370891598,0.17160746589967354
model,0.5160903446646804,0.2611647645439051
model,0.7708379077843054,0.43892499104051513
model,0.7170639537570169,0.3656188007297378
model,0.6039578410933372,0.2975901181422722
model,0.554653434624994,0.3322495017343392
model,0.6758380627373005,0.29124786585844914
model,0.7542574518319305,0.45275878101435235
model,0.8492349834303509,0.4006010478420607
model,0.9102684048433322,0.3960335032723
model,0.7739802180780987,0.3455759256392319
model,0.9999338930386481,0.6550901262126656
model,0.8002454271148541,0.42106108859402375
model,0.5455316360853237,0.29799215914735167
model,0.6922972730420398,0.30435842064733576
model,0.6603276437813586,0.28899579594930025
model,0.7843533373407212,0.3440323221549959
model,0.6279093559403189,0.29513982904931974
model,0.8534692120264394,0.42251745236942695
model,0.4984087403291467,0.2578308753484282
model,0.7259593774578537,0.27037293928465145
model,0.8855324544525738,0.4504016615650971
model,0.6864225454768318,0.22522533651611218
model,0.7128289554369341,0.3948822935200798
model,0.7457803708077542,0.3412788046188884
model,0.6674486442030374,0.2882734263508075
model,0.54448974177617,0.2732367740235249
model,0.6557540384273967,0.2617959878661657
model,0.8185840608164416,0.3748633721109755
model,0.8572376483835262,0.41401057345562153
model,0.5947464776813877,0.23035076440835567
model,0.6601573733262179,0.37367045694324524
model,0.7680511538429117,0.3336900466469468
model,0.5936973914348146,0.2442181169174157
model,0.5330680670000395,0.2581062049240388
model,0.5870480324127438,0.2972716853721871
model,0.5218099151130978,0.2917317037941193
model,0.6363003878484054,0.24234950972208996
model,0.9136505615663758,0.44656301679437443
model,0.8277431067820132,0.408902762066366
model,0.800139321223986,0.44883564860391006
model,0.19516831458688813,0.19146904450978436
model,0.7179501853531586,0.3123632606897827
model,0.4674591987431208,0.15528751852211053
model,0.7317547288522506,0.36675969544797465
model,0.4525224760982925,0.23747801708674035
model,0.6324048098504182,0.3289284901001305
model,0.5027765296079204,0.20213224638130758
model,0.6896503148476039,0.28099454022502224
model,0.821299529314663,0.3781920963099397
model,0.5574427197983061,0.30604894791580467
model,0.7722067830925691,0.3100840406320028
model,0.47064603812911193,0.2329445425435271
model,0.6785678270121338,0.28330132267913627
model,0.8977316129092782,0.3790330764191393
model,0.689044891223435,0.3442161960895883
model,0.8627200681280424,0.42943658447126726
model,0.6053055935016843,0.24393464829889155
model,0.5995906037341993,0.2312107732630311
model,0.531723908889606,0.1963889312301954
model,0.6658313782110001,0.29261931320501977
model,0.896043581533607,0.5112970061500451
model,0.7405112999067919,0.382356226699163
model,0.8614278813361508,0.4781600783270281
model,0.587886488297249,0.235906054159502
model,0.38558858213077324,0.15451636709064132
model,0.9035290641986532,0.3731206940020505
model,0.6217166658666671,0.30902958147675025
model,0.5238479328155831,0.19837204109205356
model,0.8931454369998993,0.46589996151656266
model,0.9781810819262642,0.45762087959130326
model,0.7396924550597981,0.33601360108850087
model,0.7884248959161785,0.291316206459175
model,0.6127616756666898,0.3172777529133366
model,0.7097299329276736,0.3204915917951234
model,0.521316601957506,0.29027100378250364
model,0.7865607643643279,0.38116184138864845
model,0.4746789646292421,0.21856553173819232
model,0.6326279314812849,0.273009572761702
model,0.9048752234696981,0.5573104146185248
model,0.92748016078842,0.6146635897965386
model,0.825664707313736,0.3981366966543248
model,0.8475235474367411,0.4039189322740329
model,0.5692093871132328,0.2690813961868534
model,0.8626574008517603,0.5423585919779088
model,0.781964760673174,0.46125418153562514
model,0.8275942394667882,0.44680044720060696
model,0.5238899651822999,0.24339881568276073
model,0.24912171455899548,0.2421069181193912
model,0.7527985210100957,0.33571860332652304
model,0.830783042494207,0.4658030311783369
model,0.7991818715532534,0.45910146501500243
model,0.5045788618516056,0.17421726694512893
model,0.5922016678761844,0.2337076712861798
model,0.7304975398901299,0.3374582521223147
model,0.577539965449753,0.20731927251067625
model,0.8184159184097689,0.4032912040068568
model,0.6226836110578122,0.28867884675744293
model,0.8659158864357538,0.527046779052951
model,0.7298775700300859,0.2925391725058031
model,0.779897294140195,0.3941384733018119
model,0.7924951579287125,0.2952729154452688
model,0.5512735518050214,0.24756990702116374
model,0.629542867181967,0.27140992756574367
model,0.6584466794794444,0.3157696633621461
model,0.47198701800797765,0.18292581230925833
model,0.6073048723978286,0.2772377977414428
model,0.45572541166210145,0.26869202758010863
model,0.6493427131576425,0.24188825881189394
model,0.4023073563264757,0.20222916570728816
model,0.7914875958332509,0.33665646314575476
model,0.4836264001741771,0.2689144097756645
model,0.631885134386947,0.3155434276488026
model,0.7168116729663873,0.32948787910738075
model,0.9997459961764263,0.5366830942384218
model,0.7816696085864486,0.2691807812581074
model,0.5113881302410123,0.18103389748617382
model,0.7588865002995646,0.28665313481195837
model,0.8295393743200927,0.4382684294004144
model,0.6434983727144646,0.3100313787853166
model,0.6960488983984744,0.2216865633469986
model,0.5788419238427378,0.3103413138810132
model,0.8030903592787592,0.33482679090616474
model,0.7294167057143409,0.37534998124598395
model,0.4334168572509705,0.2704484768123445
model,0.688344609072594,0.36457689602244175
model,0.6247314443076628,0.3167991359618092
model,0.8279240291493316,0.28316893731384374
model,0.759428554743158,0.3695730279891593
model,0.9085262943125385,0.43011617525910284
model,0.5373062682815066,0.3401890677353131
model,0.7629502315938784,0.3084843535397929
model,0.699506809390999,0.38396384826819424
model,0.5121538069658575,0.16953032862558665
model,0.7205438338488581,0.3755894496479724
model,0.5836787355005534,0.25382358562335366
model,0.5429236882503221,0.2257871120128936
model,0.5785184866500338,0.28818363508713274
model,0.6937206597851566,0.2818273228169144
model,0.684214873124171,0.29633307813317405
model,0.879539403372687,0.41011686453342366
model,0.7495909427556834,0.3372664976322094
model,0.42197466208560497,0.22783211343021514
model,0.8230336067531104,0.3307978673227275
model,0.6419913156347947,0.32262664632929894
model,0.8161024029145675,0.4096042361185136
