variable,lambda,kappa
model,0.5345341716616555,0.27659915161342913
model,0.6591818665143002,0.3089811247090997
model,0.653461690973589,0.2743673236010618
model,0.6504700497931337,0.26206326197760627
model,0.653237238615095,0.27991874794362126
model,0.87465511726296,0.4406328325143913
model,0.5146325525760356,0.2243274653605641
model,0.7512058869645031,0.32832327030170905
model,0.7108650827261246,0.36674849027647016
model,0.8227975674493682,0.39631617447030787
model,0.6961151272333573,0.35503279048987224
model,0.7210844851588317,0.3705126428497361
model,0.8194791607539157,0.39157882694193347
model,0.5316841037271397,0.33930049515325783
model,0.418593965504459,0.20740322708053227
model,0.9028055973692788,0.493044659461918
model,0.6756201114693147,0.23914466943797894
model,0.8843269571869676,0.3778347430804176
model,0.9145978259081439,0.6519703001516302
model,0.6437033290719065,0.2951143974363269
model,0.7151279961230744,0.33592010183064475
model,0.7558596799828595,0.3240266185813543
model,0.7172399093008556,0.36874356053679413
model,0.8135638816331076,0.40498666158858987
model,0.7265170648828283,0.3951694511740087
model,0.8311215583672604,0.3901398752604542
model,0.718721578054775,0.35247954833444844
model,0.7713782549099075,0.2866381028758866
model,0.7576937735780563,0.3264861916348444
model,0.7088207246949985,0.31803098849834954
model,0.9362257093881529,0.4658001305079458
model,0.537217773379954,0.29124579492390895
model,0.7745924771877758,0.31519979300537243
model,0.8316648040836141,0.29795325238617454
model,0.9581787826415629,0.5146254736014113
model,0.8345151734664777,0.3272041156133159
model,0.5038928305571005,0.2912504138367194
model,0.4425743548448489,0.21639270413016984
model,0.6120530840981138,0.18913057059651875
model,0.8606245119849035,0.34254444064797857
model,0.8714071271453536,0.42401634644583663
model,0.8269922607500767,0.42476539165772265
model,0.6851792836315613,0.20332483859154868
model,0.8708249858622222,0.41858501283422145
model,0.9184426816138487,0.6262471614762614
model,0.663833552776655,0.24258844648665867
model,0.3120236274036551,0.15215444775872397
model,0.8134535012707486,0.4290432437090237
model,0.6981029805399707,0.3107841641943446
model,0.7708084484524631,0.3175880228038894
model,0.5039761721397931,0.20234448560041815
model,0.5959763552929124,0.31343452513428754
model,0.8134518792009249,0.32992664235625974
model,0.8465321767138758,0.43515048680522694
model,0.6752274045337329,0.3177848788457273
model,0.7425155753994277,0.3462578098297996
model,0.5854119233424501,0.29883945133631323
model,0.6840025957593469,0.26900839009573246
model,0.8084166594632869,0.4345742325526752
model,0.680926296199602,0.2616990123994069
model,0.6073002608875923,0.3813428620492636
model,0.8489255306471176,0.3133003028569534
model,0.6594876541973228,0.2592555413045144
model,0.6088808921864896,0.29857245527483944
model,0.4667353253563834,0.22922892245777854
model,0.5878894488259598,0.2519202559330045
model,0.41334050649652027,0.19897256702161178
model,0.5977817150075733,0.31081915757279527
model,0.6912889127314558,0.3149982371586659
model,0.7751528786097586,0.3237464409120199
model,0.8791640097417412,0.41479761313787633
model,0.7578726049764574,0.3491946467074821
model,0.35264666465531797,0.2983291953897324
model,0.4113522012105129,0.1630658555316472
model,0.72487012150583,0.27655198764904426
model,0.8562534790535316,0.4766053611016352
model,0.7188307598664735,0.34804223771598747
model,0.5010579977130108,0.19302632033023073
model,0.6981349999808923,0.24684417771618572
model,0.6894312914832478,0.3109723803646167
model,0.6940067977545281,0.3403443682557251
model,0.619676651941207,0.26566977119868307
model,0.6253942348893591,0.2806713001180099
model,0.5858378178034608,0.2683587782340846
model,0.8988852103638905,0.45170743442970024
model,0.8674294004294528,0.34513736472066403
model,0.7143835195471366,0.3236973052795623
model,0.8445121646580851,0.34033293058199743
model,0.7674796509146636,0.3041766188935634
model,0.5139821537271039,0.14158469781314667
model,0.8433953052492867,0.3731368757206863
model,0.5482547369456362,0.23118575077161652
model,0.5715300909704893,0.18884426431243992
model,0.48664048391563663,0.23199936639558422
model,0.642240527070928,0.3106662261507954
model,0.6626242664958087,0.2863318561854231
model,0.5656145759434057,0.3287468712087486
model,0.8728427957298588,0.31517430686315795
model,0.7099046547787246,0.32877243930685734
model,0.7914724121818844,0.30178877095279205
model,0.769132915241968,0.25676655306334806
model,0.8600247346499642,0.36368361395281806
model,0.7590589269752293,0.35748991576684375
model,0.6677608770846724,0.24735153997241158
model,0.709094253727374,0.3114383825565561
model,0.8082552689961001,0.42482949732811237
model,0.5271604121598247,0.30061994861321645
model,0.5763890875623863,0.1784259220830303
model,0.6518001612908211,0.3052721854581176
model,0.6336380923522724,0.3475316948345384
model,0.9495045000137219,0.4064924802309956
model,0.7334071017396242,0.36122407520867494
model,0.563911511541064,0.27642183550106486
model,0.7754080873132307,0.376824171923625
model,0.7899774023033497,0.3617858790840018
model,0.7093734880848446,0.3320497764124191
model,0.7771993842352118,0.3884147706214875
model,0.49248865419654864,0.2522999182111187
model,0.7806436012963536,0.37870422894972716
model,0.7610297123420583,0.3148952685194905
model,0.7037185954868581,0.23886115769630537
model,0.6455563978132716,0.27043077355775247
model,0.8072501598701199,0.42198763320563354
model,0.9355803010938637,0.7149766506522565
model,0.9999338930386481,0.47875116052452493
model,0.7605621200394301,0.3943389658796756
model,0.6778592410288443,0.29131705138540287
model,0.7312271610722282,0.3063524873912275
model,0.6440989439655695,0.26767982128377116
model,0.7415437325983032,0.31306723182206136
model,0.8899545392587628,0.45182154277823794
model,0.7416228128246165,0.3459652986789014
model,0.7571059105509145,0.309700068292768
model,0.6743674868017171,0.28778250039226677
model,0.68694299056668,0.3050199822694041
model,0.8278460433194811,0.2896004144978936
model,0.6809228304888899,0.3023754035717038
model,0.6362981725621146,0.3160027465258555
model,0.7204873586840582,0.2790431858120061
model,0.5669086120008358,0.3263555722253195
model,0.8670867681724648,0.47716309920925987
model,0.7657167598659067,0.26516797776757717
model,0.9245618684082941,0.4612554172462404
model,0.8357789581375547,0.41057168471949024
model,0.9188945980075958,0.4872227660231796
model,0.6966630223355773,0.29634080174918503
model,0.7013924201884809,0.29377479239709486
model,0.6001827155797561,0.26570927007583
model,0.7062793284957594,0.3169387895578823
model,0.37576952321880785,0.2028423555476857
model,0.8248200932111874,0.3537595628893985
model,0.9045910411664507,0.40545905034914453
model,0.7515759772890899,0.22072092844707752
model,0.7993367990161018,0.4383651080301744
model,0.5503216483923657,0.20943393595663773
model,0.9666550280560929,0.5148138033421951
model,0.6796193593803679,0.22555980469078396
model,0.5342055598163565,0.2512083905693165
model,0.7183359094914119,0.3180376280245256
model,0.528985227028313,0.2164850495516843
model,0.7162668612136778,0.344245039936019
model,0.9337122882464743,0.40847151847881075
model,0.7697706406761786,0.42081801767439353
model,0.5520305760909059,0.26399500751010274
model,0.990175331149736,0.49941674757143023
model,0.5066970780067469,0.24944404508827384
model,0.8768345822415956,0.4605603767245437
model,0.8590986771794474,0.3600846802196602
model,0.9380750308542704,0.6863267161763469
model,0.8263243154577505,0.4913505192429877
model,0.6619662345521249,0.1974105225108607
model,0.7555412392940833,0.2730327557235743
model,0.6183305867022846,0.24454665829324296
model,0.7566280637468707,0.3699262402448823
model,0.8444154955685083,0.3670536469309073
model,0.33747178544241135,0.2382469402804885
model,0.9356916366748598,0.42108450296045735
model,0.8656069344621695,0.35324576653699397
model,0.582127487313399,0.20289355652411478
model,0.5260182221094994,0.17917312450214753
model,0.7484730377594873,0.3243809863191683
model,0.6246053286842933,0.262470559043415
model,0.7211370200436953,0.3149523595728279
model,0.7697804470326853,0.3102498030256945
model,0.809769787684476,0.32413412296154126
model,0.6973337073066709,0.29233954891387126
model,0.8333618763707309,0.39970038059661184
model,0.7591605042504357,0.35978788777712406
model,0.36818638295998485,0.19949529535209704
model,0.6745448332225078,0.33088366909434824
model,0.5888688206668755,0.27485509872074587
model,0.8384500049687793,0.35284340608456227
model,0.4801001545557072,0.22279518779430005
model,0.4996057328006956,0.2834558447100644
model,0.6437926069144018,0.29396869909645773
model,0.6750278365490497,0.22290658567487667
model,0.7667419705375811,0.3378755084808593
model,0.7082287796690085,0.3480126673009691
model,0.6305873896759127,0.2733895630476556
model,0.8131327502971765,0.316927500110686
model,0.8661510442737893,0.4409199945210192
model,0.2392810198803238,0.2164468266590205
model,0.7539224598134532,0.24525571766076645
model,0.6373815410153023,0.33677887437836435
model,0.5040432268203753,0.21819584263732017
model,0.7854652240749808,0.3646903395969947
model,0.7039013484531246,0.3324304894617235
model,0.6973496717039332,0.33993100330588083
model,0.8898233723974838,0.47163910251393704
model,0.6242329173172978,0.2676222553622107
model,0.669272240950491,0.3189102690127641
model,0.6602496251551881,0.2874303373236584
model,0.8049021094077681,0.31951207967760464
model,0.6310003573354684,0.27442849253951107
model,0.3021733935308731,0.16033652625929262
model,0.7361582298722803,0.34912379420808176
model,0.8079893851513573,0.3412760396094257
model,0.8629765235889578,0.3528497103699291
model,0.717915428898068,0.3224865044390071
model,0.7841861788638453,0.3815493964242037
model,0.6363432865460603,0.20777304043634176
model,0.7674091983674823,0.2934896971175989
model,0.5106069159264026,0.2594899670098437
model,0.7196480917753492,0.31762645551321833
model,0.7056079080076124,0.29752555513652523
model,0.6824172464683914,0.2969262710104238
model,0.5635858887777402,0.22812049914258592
model,0.5595885823324126,0.1725184037784221
model,0.638061825697747,0.28934238836630494
model,0.6486998148201171,0.2764840973346239
model,0.4815105242610048,0.20884251815520982
model,0.9624769546355577,0.5541313698200939
model,0.29633136802846083,0.22395161591644006
model,0.7802275298229212,0.3579591816303152
model,0.5095303770044274,0.20167035802023722
model,0.42487133327031285,0.1791676462626092
model,0.7370847810636013,0.33973489689777264
model,0.9999338930386481,0.45579431183096164
model,0.9013456894181854,0.3536986860219723
model,0.6628957984400135,0.3359602122702173
model,0.25850370953890933,0.23237291848963837
model,0.6637000569180544,0.2970191333542505
model,0.8227390147332324,0.35189782046044527
model,0.6316658349931955,0.42455285887611943
model,0.770439280859798,0.2890570489853856
model,0.6296962259664944,0.2693073876233233
model,0.6805314874738868,0.2629603796784455
model,0.6455317399532499,0.32827194655407166
model,0.895832983166346,0.45902454873659687
model,0.9030693162884662,0.3564801047978801
model,0.6525648049298031,0.25748918188981135
model,0.8297239440237957,0.4111902585022451
model,0.8769031068033412,0.3983368898762344
model,0.6716019151465414,0.2524079086245629
model,0.8703040841724116,0.4693515942273336
model,0.4281142035993204,0.2821576959588394
model,0.5141736963223272,0.2026258971104329
model,0.5727032254763441,0.2672321343789411
model,0.8273489581174478,0.38424758191456687
model,0.4732374914151765,0.20715389890931094
model,0.6851197037335208,0.3307421881310124
model,0.4905613400318649,0.2026050783487478
model,0.6976652681115193,0.3197309808930282
model,0.5562761216127493,0.2754647380808974
model,0.8246892987185238,0.3602167681005979
model,0.6511158157034949,0.2746796376890141
model,0.4407789279067009,0.17837266947866143
model,0.40182219488285853,0.19663806496425068
model,0.530711709634363,0.22216925490539893
model,0.8875442668892899,0.4168387649053683
model,0.88927324269368,0.4579453736705335
model,0.9261976331920948,0.5234736499644784
model,0.5796446338319957,0.27568446085980813
model,0.8327569567919494,0.3583519279319872
model,0.7551944127251604,0.4410142256920405
model,0.6750824571775419,0.3476646805605447
model,0.5551241006025647,0.25867470161841405
model,0.6450526875202078,0.2288659679696756
model,0.6163247709572426,0.23173564369866623
model,0.8562347975337662,0.47108400718608706
model,0.7239884099850632,0.37305883610467716
model,0.5388901674057689,0.35490414352041644
model,0.4397994546644427,0.27544876187999123
model,0.9527926324841033,0.46864912357782323
model,0.5493096162918254,0.22421465433633492
model,0.8402730301589681,0.2577532397092178
model,0.6310621371847739,0.3566082294626847
model,0.7230276643564527,0.28306081973339187
model,0.6081725720588923,0.3214622981286925
model,0.6908820505906648,0.3049942163867306
model,0.5468657589264055,0.20547108926781424
model,0.39199902550041726,0.2577636904472923
model,0.7962903974247935,0.4817258555969776
model,0.9047479064658819,0.47435769039298337
model,0.7314628099523925,0.31122064422413526
model,0.7393296072757143,0.31394745039115685
model,0.6537906959639342,0.269436225899537
model,0.6000711686834239,0.34418770917812774
model,0.6781452912513247,0.2972999697604815
model,0.7465773817432676,0.3632793015393183
model,0.3638660207587641,0.1940350537105317
model,0.8290129860283748,0.42049350000081887
model,0.4975112674996064,0.19948206977400207
model,0.6291970215698961,0.35750892287983194
model,0.8424495021599674,0.35366199039689034
model,0.6379197426893198,0.28677838018124446
model,0.7673869216216641,0.3528942191123945
model,0.33427686427578546,0.21404790387709724
model,0.44457322018502576,0.2619131140863365
model,0.6812822792311239,0.326866394812607
model,0.8195066197261531,0.38151931793983085
model,0.8233271068906253,0.3649006519785313
model,0.814728881430434,0.5517492798194141
model,0.6018585619338592,0.21551762849680614
model,0.6666340657696478,0.30306765196969804
model,0.5823836009648526,0.27567080531314603
model,0.9351130803923619,0.47306004779974603
model,0.7145503537437577,0.30763820402704795
model,0.7884556781997472,0.35711582947390436
model,0.5866686770411914,0.24701034588540266
model,0.9610684576804421,0.5071496034169715
model,0.6436519795910879,0.20492566589078648
model,0.6909103332300223,0.3191091508598999
model,0.2670547302784729,0.18885521520082152
model,0.663952523061079,0.2969860550103054
model,0.6030379150253206,0.22026993032083544
model,0.7396687338391091,0.3277022028860061
model,0.6323322963364139,0.3148927910496494
model,0.6372214634440995,0.3821188088044438
model,0.6289852259817585,0.3071030365605337
model,0.4719851464152644,0.17459906409377027
model,0.661600619449345,0.3862373124485883
model,0.9176781328842369,0.5808947390641248
model,0.5275336724736027,0.3498507505835609
model,0.6949806398431719,0.3258148981197704
model,0.872938387445362,0.34194946882620203
model,0.9570994330677101,0.49031692499587476
model,0.689198529557968,0.2838875828381545
model,0.8417854498329973,0.40704812047806965
model,0.7328337945971147,0.33264457293832567
model,0.830635694596532,0.4213365656785601
model,0.8804831211758134,0.47161097347938175
model,0.4744258630177969,0.27557124879568007
model,0.6501764476766266,0.2589472167303305
model,0.6939042513135142,0.35325371195705096
model,0.7953927137144094,0.44448254350833055
model,0.8510891346101614,0.4176642739801188
model,0.3222177780902049,0.2007805562668237
model,0.7577765104294791,0.40825018201975394
model,0.5967829586622341,0.25623202204835466
model,0.7110203318544213,0.3172359816853119
model,0.5613430118282348,0.24302398881219925
model,0.618801743277775,0.2832220071440755
model,0.523706877573816,0.2596466423254389
model,0.7003005911492372,0.3478175706894247
model,0.8490764061342011,0.3623253497230236
model,0.8595310599308932,0.3794684309187101
model,0.6062679731467753,0.3598722449743963
model,0.6067291947102361,0.2510599058585223
model,0.7440569647603509,0.40305691077978556
model,0.4905187085406628,0.21550562654505342
model,0.8150800120622944,0.41939093192085247
model,0.7579805129643782,0.4018133481296834
model,0.7503864499102717,0.2617587251597243
model,0.5909571585532482,0.22682938904411645
model,0.7153338329640593,0.25351624435073977
model,0.5870831179576768,0.30148670141493683
model,0.8950253347884428,0.6054627934837292
model,0.8546637919900786,0.40396645940916565
model,0.5239766076834039,0.24980146668230188
model,0.49778353228829125,0.1672651992797732
model,0.7911557937706442,0.3624276952720474
model,0.686401870120494,0.31657892803577853
model,0.6566104308900956,0.2562070178719341
model,0.7368925391585798,0.31381888541814457
model,0.45387167473076706,0.2830597702846575
model,0.41706981054390574,0.21637964594528591
model,0.6518628067096075,0.3069822966766531
model,0.7980539848126036,0.4548789636943828
model,0.626393502086527,0.3347523718789831
model,0.5736274679002626,0.2779475984065944
model,0.8289081890493486,0.47477987146309386
model,0.6423749162678911,0.2890588478002625
model,0.6093412110217976,0.24337653354582592
model,0.5211961429249944,0.31235408925396746
model,0.5925449866505476,0.31202200360651827
model,0.773131380116865,0.2751425076953803
model,0.6847436502245582,0.40701876327237113
model,0.8174770336043684,0.3368448741926813
model,0.6643924005719869,0.29613512626778454
model,0.4892670536924715,0.27762338567730005
model,0.7382037975060697,0.28057294879158723
model,0.7906162903022974,0.4081852027975513
model,0.841779307273395,0.32346481206180994
model,0.6660311706186066,0.3153817216425809
model,0.7608800792574895,0.37206037476808235
model,0.4676802260846502,0.31625025526434586
model,0.8095353947923994,0.3846540438963657
model,0.5121017857861182,0.22521679852218918
model,0.7010382436317351,0.34367711297773407
model,0.7534788325921895,0.4504368973462453
model,0.7382998429327448,0.3102510821176897
model,0.6267989663725781,0.2845680367054785
model,0.6217938717460141,0.2611070205663353
model,0.9365577533567118,0.42743631513378855
model,0.38039905520896183,0.20079332459232646
model,0.6688323483673082,0.23844414750191167
model,0.9095197699077793,0.4824394581129753
model,0.32357916726470104,0.16420336969661828
model,0.9227691297249059,0.36828441697645553
model,0.5348705885142421,0.24983918428220134
model,0.5656984657157637,0.2732371806175583
model,0.7286087155511769,0.2632927033878942
model,0.5120676136181147,0.27506147983440205
model,0.5959845829087085,0.29122104348247574
model,0.6811917085654128,0.2915243424457758
model,0.4373883682341366,0.18259053848516707
model,0.8065957962880028,0.3269106992574212
model,0.7849562352085072,0.4605205470246484
model,0.5148639332739833,0.16034301704180137
model,0.2989388424072447,0.17709851573824908
model,0.6885972784116303,0.24873439788919788
model,0.9875146037797354,0.47714776982168605
model,0.6919078559073083,0.2686781926601716
model,0.8210522482177021,0.3358596102175419
model,0.34048201541037554,0.2139582115574826
model,0.7566278144794081,0.32835948251344127
model,0.905124395382645,0.46408722605262104
model,0.6278328784854119,0.2914070704496638
model,0.5367542684605819,0.24270309233486034
model,0.5610435414184515,0.22334164071003826
model,0.6091344647558674,0.25716592210751643
model,0.840258895222642,0.36089592222923783
model,0.6817666847871453,0.34801278450663564
model,0.650290882407601,0.2532936014245043
model,0.5991430733631785,0.28902341550593474
model,0.7366074209526488,0.33317926779287377
model,0.8221091627054916,0.35382775424926843
model,0.6308270209226284,0.26624883495669205
model,0.6263741571819483,0.19245970268892565
model,0.7696851071507013,0.2984458880447935
model,0.7185090880477971,0.3627445331810621
model,0.7090526960061622,0.2362405655969436
model,0.7287592761600156,0.3438867031024226
model,0.36984317319887156,0.2313422390034018
model,0.44235468073648143,0.22916165849311135
model,0.6171617911021601,0.27798351534960886
model,0.47811906308898494,0.15897545211679315
model,0.5939267039221221,0.28448783776914255
model,0.7650482295915907,0.4403217965741325
model,0.5628531135190621,0.22210773676654733
model,0.7644718409445184,0.3002643872725013
model,0.832359143526562,0.3969164368545458
model,0.4080618254004406,0.2551434412373465
model,0.8424198386489145,0.363154389136257
model,0.8490121820187969,0.36208290159161755
model,0.3163267130527079,0.2094390730233016
model,0.6777384810361109,0.2655464872758689
model,0.6317265758461461,0.23208611996205752
model,0.6066378970568874,0.2059984618508623
model,0.8906318856078786,0.5129603013548746
model,0.7236206142286978,0.2932962523707758
model,0.21224140057041177,0.1673861538840476
model,0.7144467507193729,0.31863468467122424
model,0.9191460505377244,0.3636130498384947
model,0.8475208593013874,0.44675959232504425
model,0.7553862801596626,0.3654863434257255
model,0.7470310374489435,0.35373405131037294
model,0.6343917122004725,0.3369397191012992
model,0.624928712910729,0.39352644108601564
model,0.5034409524084885,0.2734397162091809
model,0.8126702713779195,0.5271720046765669
model,0.48375164880332705,0.1330791198685173
model,0.8280785036452967,0.240794254689934
model,0.628847517750952,0.2755584825218617
model,0.3301162153830384,0.25902403345208186
model,0.6189868505737322,0.33746036189771395
model,0.48241047007217486,0.2773923044452298
model,0.731969143508031,0.33083226149852224
model,0.6702582200903977,0.3408384608433932
model,0.44596604312089894,0.22764622855568484
model,0.9117274602650817,0.41422055735198404
model,0.9345276800965289,0.4738137335690651
model,0.871474252913066,0.3842409828013989
model,0.5030159691192505,0.23587250147211977
model,0.8477356531317595,0.32456566013981636
model,0.9013463343088818,0.42802315758520926
model,0.7810045421082763,0.33229159587836676
model,0.5941446670630119,0.3022959007826419
model,0.5251265788624611,0.224777228733128
model,0.838479487505495,0.3468736283775861
model,0.8441542821251218,0.3366100257560863
model,0.5901003743207788,0.19858452417437863
model,0.7771926598669635,0.2352410722308464
model,0.8760394662953415,0.3463180617549371
model,0.6685748320537626,0.2921764114145878
model,0.9999338930386481,0.49919014969202496
model,0.7228468741510766,0.2657569689273365
model,0.5741398595941609,0.27086136264804644
model,0.9762942813683837,0.42873242630589825
model,0.5753738582030561,0.2593050700686939
model,0.7344172138496922,0.2777195959237307
model,0.6579220713965406,0.25204337915346675
model,0.685030982122808,0.3056917542820772
model,0.8879309963908623,0.48793479277118845
model,0.8242205771161452,0.4065416726577063
model,0.6599403263727478,0.19191378498319045
model,0.778627593871053,0.32661924981822377
model,0.6927258016195517,0.248452318377856
model,0.7148868656468726,0.37305210832780994
model,0.5138946347834419,0.26113434187041856
model,0.8571474690400933,0.48575930502345854
model,0.5400492892159939,0.2628872078114166
model,0.7576484288596356,0.35824290696177713
model,0.7086581330406887,0.36004618727512216
model,0.7655728754246265,0.3821266197191319
model,0.7663718699951796,0.31620951700734623
model,0.8827216951468086,0.40059758099238213
model,0.8305209321697965,0.4828857051912742
model,0.8697161127412179,0.4693910674326965
model,0.9860049602873208,0.5214105609596814
model,0.7801009327297678,0.34695741643020633
model,0.8280113843976462,0.3544037123247659
model,0.7245893228415221,0.362970677190324
model,0.6412715790711849,0.25553999880181294
model,0.7010880887268626,0.348781368386474
model,0.8148647824157241,0.35103844626806785
model,0.517919846285482,0.2695769460730277
model,0.7781421911007032,0.3583083620943723
model,0.6475741883276801,0.3464364334424463
model,0.8312033450361211,0.4991632632887398
model,0.631345949067979,0.25945292376478013
model,0.613017673373111,0.34706997669489004
model,0.7435984190730834,0.3699979276908139
model,0.7762559679421187,0.3232841447404986
model,0.6399249649002825,0.2800635964746218
model,0.936975103311488,0.4405967802383188
model,0.7664731655324479,0.3502660657679071
model,0.8121563296415752,0.33750785820581525
model,0.5693115088561838,0.23860324343717582
model,0.6058465748176752,0.2507135443316932
model,0.6152318591237276,0.2065423192799225
model,0.8096902812359816,0.4109565248662576
model,0.3791310252836794,0.20341138492437338
model,0.45963208860118504,0.22169881537657676
model,0.6808270946089543,0.3466626882031702
model,0.7267072697187477,0.31857386786506486
model,0.4277172621458497,0.23806390006126588
model,0.7541460074070124,0.2856913979930395
model,0.7956909783644501,0.4123133687774965
model,0.642012700617993,0.29833797369931564
model,0.5836795837910642,0.287834796260725
model,0.6078422416044974,0.3209795541923832
model,0.4610444068047045,0.24843332999798184
model,0.729243110863959,0.2878074761472116
model,0.5395451408972705,0.24047023426201378
model,0.8722509801765408,0.44770717614821304
model,0.5192783901781951,0.29885182292422274
model,0.5650213790302359,0.3149076306113893
model,0.9304741896021685,0.40218248720794453
model,0.7152717175357073,0.31971232089132023
model,0.5823198369225128,0.2921531518156536
model,0.9857173285111482,0.614931671009301
model,0.6140142745328239,0.2615602892937456
model,0.8264128038937728,0.421841030960135
model,0.9260216970603488,0.4488335823082066
model,0.6747568342545724,0.36998435044002276
model,0.6322071586742647,0.4605650662761035
model,0.8001039398216722,0.3261094784327306
model,0.8387807128304132,0.39396532969856535
model,0.48193042112425405,0.22225248423441768
model,0.8435922933914555,0.4867100048433163
model,0.8606753861401293,0.3807041531090651
model,0.8139549352256601,0.3640319917530534
model,0.792125461386657,0.3062762553261258
model,0.6206619531519183,0.31496257137825395
model,0.6598448955007649,0.28157504810388184
model,0.6484944894913162,0.2274146590301347
model,0.7848079285836779,0.3862216078660682
model,0.4520329544720307,0.19731022616980648
model,0.7477071703422833,0.3548066311836233
model,0.6699930274750228,0.2714012156198398
model,0.5861099228717995,0.25775384485491803
model,0.5130218429828838,0.2129805846377024
model,0.3624541749381024,0.16222071114452585
model,0.791877095943794,0.3834193425673238
model,0.4099262596346676,0.21304137827458358
model,0.7354920161500049,0.3988380627499324
model,0.7778663764171356,0.44506293234718336
model,0.8265588959085743,0.501623508327121
model,0.8812566699586838,0.3559171134553965
model,0.537266596827547,0.23362194808168996
model,0.5285151895415825,0.23184199797013877
model,0.7814036235943366,0.3973594048607906
model,0.7807501449835461,0.3583417467302352
model,0.90254801334284,0.3730808191305897
model,0.7810578014074395,0.37008014331850914
model,0.7830371302479227,0.3011494108963533
model,0.9107709802613224,0.44109312104135284
model,0.7420480896726782,0.3457682105062069
model,0.6631047402368222,0.25202446787267113
model,0.6695947322278264,0.24488178788229245
model,0.6111927428427392,0.28715864092432947
model,0.7424901528637312,0.32606498892933033
model,0.7161782086465108,0.2412652347067143
model,0.6528397074907989,0.2848003182970897
model,0.8803154759354566,0.36482891855755073
model,0.6451205002435246,0.28368397317470484
model,0.8079533125863139,0.36599567184620574
model,0.33867158179410783,0.25341329572596494
model,0.8629398177784038,0.4794613367056589
model,0.8602547651552355,0.31424341852139137
model,0.4114725638424134,0.2677591245945324
model,0.6768509559472999,0.29518250636358523
model,0.6484282383676943,0.3366424542208082
model,0.7459508772646556,0.3510458068618998
model,0.8319489449777052,0.3898827508160212
model,0.5702981887530089,0.2620848171963271
model,0.5380585448539074,0.2661587822975588
model,0.8874646894079902,0.4784921296213594
model,0.7769372486312682,0.2864919135518842
model,0.4658890321066161,0.24580965779152938
model,0.7028377091898629,0.23947812540985372
model,0.7454940247524943,0.3208028487914671
model,0.558176220385599,0.2754535733056068
model,0.5759368084746312,0.2646030341795577
model,0.7909324016654146,0.3398807641701485
model,0.8473141179726226,0.43502750934539697
model,0.7775972864616179,0.29843878696101905
model,0.7988210461303593,0.44639175217193705
model,0.5756471207587717,0.3602164925501495
model,0.5400828404944268,0.2338066618010145
model,0.6996218519363272,0.3017289182629676
model,0.6321466066166642,0.3187324738027114
model,0.9179933168208001,0.4847862113637753
model,0.7511356979735253,0.24016215900090335
model,0.6693418769373198,0.2615802465545131
model,0.6652905941855277,0.18840966498654146
model,0.6896935124504835,0.28616083082023747
model,0.92092902668413,0.40388290294806956
model,0.4096947291995689,0.22771243003808736
model,0.48842775996347226,0.17687703398701743
model,0.8827244943555235,0.3607843830273617
model,0.6167380483457584,0.21166970256240264
model,0.7424270387631485,0.359806435757036
model,0.8330900504244474,0.413956014129298
model,0.4711311632419104,0.2173078569903505
model,0.8758707086480092,0.4053971223668914
model,0.8913637494470088,0.4396028203307452
model,0.5379221553982408,0.25557505326621544
model,0.8022487514350181,0.30171690628496395
model,0.6852187417658574,0.29364427307058644
model,0.6630757095341154,0.29785310775033247
model,0.7345231897060039,0.31700934407055553
model,0.8633063443709388,0.36099923781969284
model,0.5193981021777894,0.28900291449404486
model,0.5517972943349991,0.25954873869578143
model,0.869025655686081,0.3941559526043698
model,0.8199919349547216,0.4059308612485948
model,0.575298450893548,0.22712353264789734
model,0.3399236970152014,0.22148841483780018
model,0.7034748109551109,0.41333359995974034
model,0.6403551098231556,0.26733491327000874
model,0.7687399051839388,0.3511729061942316
model,0.5961161701104508,0.32449848699163525
model,0.7222190983831809,0.3379218133229767
model,0.46730126312267484,0.18203995786257637
model,0.7736925351698831,0.38057667136497153
model,0.10547456943736691,0.16206605852818992
model,0.693443481757878,0.2860993811189841
model,0.8263701597838607,0.3406268188402239
model,0.6354759846088355,0.2646444895838003
model,0.7320402716457793,0.2834371800509228
model,0.9999338930386481,0.3986238239219758
model,0.7183734027012747,0.2912911457763106
model,0.7310269078550321,0.2866845811508639
model,0.8523060583947953,0.4640240479029457
model,0.5809951175132311,0.3042172475721158
model,0.6715674405261536,0.2761302646709003
model,0.1685238932919383,0.1915078813379757
model,0.8261598521493555,0.39605705785801076
model,0.7580572586178125,0.28011632015667004
model,0.7629762522395245,0.36028087463654823
model,0.6843463762813341,0.39567668241984894
model,0.8416648666208716,0.42244475554300787
model,0.7769691749532797,0.3295134354525191
model,0.7519579971733147,0.3121200123177182
model,0.42839729347515987,0.2763846568971807
model,0.7822380672852361,0.40424051594686694
model,0.6706435999923901,0.2198054184183968
model,0.49083902196351276,0.29136775328348663
model,0.6353277604477334,0.33317008969478057
model,0.6061226159541251,0.2833765246081104
model,0.6016513481240843,0.2655324709448006
model,0.5090152582913197,0.20301341763338784
model,0.822348443399672,0.3845827238388306
model,0.831343312969562,0.39258408014461943
model,0.47008355034732596,0.27658895012817064
model,0.397002853457421,0.14872318796263295
model,0.5643118109362165,0.3563206304171693
model,0.9563550255926019,0.6419746480522397
model,0.8059701018388078,0.3949862584471014
model,0.8292509023907149,0.4093553228909332
